book_id,author_id,book_genre,reader_id,num_pages,book_rating,publisher_id,publish_year,book_price,text_lang
2534,121,3,21617,130,2,14,2008,152,3
1391,148,5,319,351,4,29,2006,112,2
2032,57,2,3875,498,5,35,2008,31,4
403,330,5,4661,603,10,22,2021,120,5
2638,53,5,28012,245,10,33,2016,174,7
1175,222,3,1019,447,3,36,2004,84,4
729,202,1,29101,625,1,21,2004,41,5
1827,83,10,26420,692,3,18,2012,101,1
1783,290,6,2054,497,1,30,2021,168,3
2776,323,4,19770,278,2,23,2007,119,4
1750,38,6,7322,653,8,34,2021,10,7
23,207,5,662,508,8,29,2021,129,5
805,333,7,23063,163,4,35,2012,163,7
2908,313,5,13194,602,8,7,2002,109,3
1068,297,7,11928,423,2,31,2017,152,5
231,361,4,18045,700,5,5,2008,53,2
1377,189,6,6888,245,7,22,2014,147,5
2254,114,2,5016,242,2,16,2012,8,6
2267,351,5,9583,381,7,14,2010,162,2
2384,74,3,23053,677,3,13,2014,107,2
2979,207,10,2235,234,9,11,2011,49,4
402,230,7,17903,150,9,10,2018,83,1
301,18,2,12323,467,8,27,2014,198,1
2089,257,7,9096,258,7,7,2000,97,5
1958,256,9,23705,502,6,15,2019,159,2
2525,223,7,4877,232,6,11,2018,123,6
2470,123,3,7944,396,7,13,2007,147,4
2845,299,6,16607,310,4,10,2003,170,4
1849,292,10,4817,335,1,47,2008,190,7
2542,166,6,14576,550,9,25,2005,95,2
898,83,5,19155,468,2,11,2013,74,2
1406,29,2,13156,317,4,35,2002,69,5
973,285,1,11382,299,1,22,2013,14,4
2933,155,3,2299,75,6,1,2011,42,5
2939,361,5,16516,558,6,24,2007,109,4
21,373,10,5152,394,6,30,2009,13,4
2906,36,8,17345,114,8,46,2004,131,7
2359,349,6,11029,126,6,5,2009,91,5
1811,2,7,11006,326,9,50,2005,90,1
2093,209,7,22874,92,8,27,2002,195,6
2274,377,10,8017,646,7,50,2000,80,2
1999,34,1,22044,203,3,23,2015,152,5
622,375,2,4493,125,5,10,2013,45,5
1910,434,3,15598,360,6,6,2005,54,5
1691,24,2,4775,274,10,48,2013,29,5
2929,362,9,19757,420,9,26,2007,49,6
2832,430,2,3498,453,6,28,2006,18,5
1868,343,6,24142,188,3,24,2008,147,5
1,155,3,7393,490,1,42,2015,96,2
1304,177,7,11180,327,10,14,2012,11,6
2609,289,2,9840,594,4,21,2012,198,4
877,121,1,14638,579,3,34,2003,98,1
2449,7,4,2031,212,8,42,2002,164,6
2020,421,8,22575,76,7,13,2016,45,3
107,90,5,14884,363,1,33,2017,181,2
63,397,5,25074,332,8,19,2015,51,1
1727,135,4,29878,84,6,34,2008,51,1
2487,209,4,16898,244,2,16,2007,129,7
649,405,10,7506,203,7,25,2019,29,1
554,140,5,2724,166,7,29,2019,178,2
2271,400,8,16618,367,6,13,2000,162,6
316,106,2,23779,577,10,37,2006,190,2
540,76,3,9752,582,9,13,2008,182,6
1870,61,5,5877,121,9,9,2006,16,5
2834,273,4,17866,599,7,40,2021,152,2
757,374,5,28245,487,4,23,2014,43,1
1033,142,2,16493,561,6,35,2011,190,1
891,159,9,26084,497,3,33,2007,73,7
343,173,1,327,470,6,50,2011,133,5
2643,57,2,469,531,3,33,2003,15,5
1632,27,3,26308,473,6,46,2018,94,2
2406,189,6,8041,123,4,11,2016,5,2
2271,159,5,11348,608,7,5,2017,49,1
466,166,10,25515,453,9,10,2007,118,5
257,365,10,9155,342,9,2,2001,48,1
441,189,4,8073,157,7,15,2018,113,5
1981,345,10,28847,583,7,36,2013,9,3
2818,330,7,18529,216,10,48,2000,50,3
2463,60,1,23115,191,10,32,2020,81,4
1936,308,2,15832,338,10,37,2021,66,4
458,278,5,5882,596,5,28,2020,135,5
437,298,5,13318,575,6,49,2008,182,3
1623,78,1,8080,338,9,15,2015,136,5
1113,340,8,2170,345,9,38,2007,78,2
1927,317,3,8529,494,8,30,2007,179,7
1459,144,3,8532,304,4,8,2006,185,1
1416,203,9,19463,163,10,16,2020,62,3
833,83,1,25126,462,6,30,2007,50,6
1068,265,8,18417,128,4,18,2020,32,7
1607,184,7,13112,77,6,14,2013,128,7
2594,247,8,5180,690,9,32,2016,194,5
1512,254,2,18042,652,9,43,2017,58,6
506,29,6,4783,666,4,7,2000,149,2
389,281,6,13932,234,10,29,2003,145,1
2536,210,1,961,363,3,37,2000,16,6
2077,381,6,25853,517,9,17,2004,81,4
396,266,7,2229,597,4,12,2010,35,3
2561,397,8,2110,214,8,33,2011,78,7
1751,109,8,1409,682,5,14,2011,184,3
1634,290,3,17147,485,8,14,2002,64,1
2877,236,2,27420,107,3,33,2007,28,6
1801,60,1,29764,486,3,27,2018,84,6
2753,314,10,11072,260,1,29,2008,63,4
2510,67,5,20736,369,5,37,2010,10,7
449,224,6,26991,502,9,50,2008,142,7
1923,57,10,15814,245,6,12,2002,148,6
1506,375,4,25084,244,10,44,2009,60,1
2813,249,5,829,357,5,15,2015,73,4
2543,361,3,22842,360,10,50,2015,30,5
1788,196,5,1824,376,2,15,2005,97,1
2088,177,9,6451,669,3,45,2009,17,1
2164,401,6,22980,193,4,20,2021,89,7
1571,154,7,7130,166,7,35,2000,65,4
2983,254,5,12019,182,2,48,2013,61,1
1927,236,1,12236,354,4,3,2008,149,4
2805,281,8,26154,565,9,22,2009,114,4
185,19,6,3047,123,3,21,2017,172,6
1663,232,9,5145,427,6,30,2000,21,7
2173,197,8,25050,157,3,8,2000,18,5
1990,376,5,19111,525,2,5,2017,60,2
2163,36,5,24283,255,8,39,2016,112,1
662,422,8,27983,605,8,46,2002,175,5
564,361,6,4285,164,4,5,2015,131,5
707,385,9,3093,220,5,8,2011,145,4
656,397,6,12716,698,1,30,2011,114,1
705,193,6,25273,436,10,8,2013,178,2
687,350,8,9758,491,1,7,2000,114,2
142,342,5,3487,531,2,28,2020,153,6
1292,23,7,17611,387,10,23,2019,189,7
158,258,2,29104,303,9,1,2018,91,4
861,22,8,12633,152,2,27,2016,88,2
1334,349,7,3969,561,2,23,2014,19,2
391,47,8,15565,234,4,38,2013,76,3
1133,440,7,2787,260,3,48,2001,170,5
536,214,1,4724,252,4,25,2005,21,2
175,283,3,6037,673,10,11,2007,13,2
2862,51,7,10344,285,8,19,2020,15,1
839,325,4,5393,464,5,19,2002,166,6
2186,354,6,19569,328,4,41,2011,112,7
1804,274,6,16204,302,5,39,2021,80,5
354,404,5,6220,546,2,3,2001,72,3
1058,356,8,11943,594,3,5,2002,121,6
432,104,3,985,485,5,14,2020,58,6
2351,183,5,4564,666,4,7,2006,4,7
41,166,7,14316,484,8,31,2006,12,6
291,31,1,1179,404,2,28,2002,55,2
1408,113,7,29548,188,4,22,2018,134,2
1004,320,9,5043,344,4,29,2013,59,2
2811,424,10,15045,615,7,34,2002,112,1
390,31,10,21935,350,7,36,2011,33,1
1225,207,9,12532,133,10,29,2020,11,2
1968,393,7,3046,251,8,5,2013,65,1
2431,301,1,1206,422,5,1,2010,94,6
2110,26,3,18772,350,7,4,2021,90,1
1607,17,3,27675,330,8,45,2013,169,5
2551,207,2,14366,432,8,1,2006,62,2
2560,278,5,7788,538,5,14,2001,138,6
437,360,4,1713,631,10,10,2020,168,4
541,421,7,12576,250,6,22,2018,104,1
2216,138,7,11498,641,1,50,2002,46,1
2526,35,7,19385,533,4,28,2011,116,5
1810,60,10,829,695,3,46,2000,3,1
1999,430,7,10096,674,4,3,2012,143,4
129,127,7,26542,449,1,2,2017,177,7
1849,27,4,18899,471,6,35,2005,131,6
1516,397,3,10561,588,1,22,2013,195,2
862,258,7,9154,166,9,42,2013,159,3
1905,22,6,23296,416,6,43,2004,154,1
1680,136,5,4345,386,2,5,2000,95,7
2213,366,1,1145,358,6,28,2021,35,2
1419,276,7,24479,567,7,23,2016,17,5
1453,29,1,10549,346,1,46,2006,121,2
512,151,1,21775,591,4,11,2004,198,6
1,316,9,25883,84,5,47,2020,156,7
2520,384,1,17308,473,9,34,2009,157,1
1780,47,1,2500,530,2,5,2020,96,6
2014,147,6,21085,609,1,27,2012,174,2
268,276,8,23026,658,7,7,2017,16,6
124,92,7,4675,258,5,42,2016,41,5
2940,53,4,24906,470,8,11,2021,33,5
2168,268,2,18843,260,1,19,2015,165,7
2904,358,3,12505,537,3,21,2008,102,7
2846,324,4,27694,262,2,21,2018,187,1
265,428,4,4920,693,2,11,2000,180,7
897,238,3,3340,78,10,23,2006,191,7
2414,56,7,8294,549,3,46,2018,152,2
439,49,3,11458,473,2,33,2011,145,3
2319,208,10,10792,101,2,2,2011,154,1
2595,419,10,25136,658,9,28,2004,47,1
1419,399,3,14076,203,9,43,2005,125,7
765,276,5,24224,516,9,30,2015,199,7
1677,354,8,13097,242,6,11,2012,42,1
1806,430,9,1632,246,5,9,2000,51,2
986,450,4,29859,153,9,24,2014,195,1
1206,326,3,28540,550,1,23,2001,102,4
2542,324,8,27692,401,6,21,2020,72,4
103,405,8,27109,525,4,32,2009,3,3
1389,151,2,18787,112,5,28,2014,87,3
1527,281,9,23144,343,5,35,2014,170,5
2399,342,2,16372,441,3,43,2002,153,4
324,259,6,24748,494,6,36,2009,115,7
692,294,5,12670,138,9,20,2017,99,2
859,441,8,1245,585,1,5,2015,195,1
1612,43,9,14840,460,6,47,2007,40,2
910,249,8,184,92,1,50,2008,178,3
1481,224,10,3850,490,5,48,2008,165,4
2823,127,1,12571,76,7,5,2002,70,2
2235,103,6,22944,324,8,39,2005,147,5
117,379,6,2424,361,1,40,2011,156,1
1486,161,9,22304,581,4,37,2006,27,1
2637,18,1,25205,359,4,16,2018,191,7
1261,418,1,21520,184,8,23,2003,109,7
1789,435,3,11836,393,10,21,2008,193,3
950,38,2,14122,228,4,3,2020,90,3
2908,384,3,4565,699,7,25,2007,177,6
2900,359,9,1434,518,7,41,2004,59,7
2775,227,8,29996,355,4,9,2000,78,4
1044,260,2,8864,143,2,21,2001,137,2
352,447,1,27639,476,2,39,2016,8,4
258,435,10,16010,122,3,14,2009,196,3
1372,231,8,1577,467,10,40,2002,109,4
2018,304,4,6031,151,1,44,2010,95,4
1125,279,6,12880,558,6,36,2018,176,2
1802,310,1,16991,380,7,50,2012,107,4
1417,411,1,27387,465,3,31,2012,55,6
187,427,3,4994,531,6,4,2020,135,7
2271,254,4,9473,365,8,15,2007,80,2
182,219,4,19775,416,7,45,2021,7,1
2116,263,4,12622,669,7,5,2006,147,3
1730,419,4,3575,595,1,10,2019,20,6
1406,77,2,6591,670,2,22,2011,131,7
2651,156,3,22163,290,8,15,2002,153,6
14,284,4,19981,336,8,38,2021,14,5
2375,62,7,11273,609,6,23,2007,59,4
289,297,4,22320,308,10,30,2009,138,4
2042,84,4,20416,476,3,16,2016,32,5
2197,122,3,26698,450,4,29,2012,133,4
2842,356,8,2302,216,3,43,2021,38,6
2828,319,1,9508,586,2,42,2017,114,1
2945,363,1,12604,663,10,21,2009,78,7
1460,315,8,17260,416,7,29,2003,161,4
2542,119,2,19253,339,2,18,2021,29,1
1325,184,2,3968,604,2,8,2005,71,2
1866,344,5,26795,408,1,47,2020,173,1
2062,416,9,12363,340,3,23,2013,22,2
489,15,1,11638,576,4,19,2009,185,3
2172,57,7,21255,248,5,8,2018,55,6
2718,94,4,10369,314,2,42,2005,121,7
2057,388,7,28446,226,3,5,2016,77,5
1433,52,1,22830,133,3,2,2017,176,6
1711,61,7,208,478,4,48,2007,140,3
1617,272,10,20191,306,1,50,2005,81,6
1252,447,7,10364,225,8,34,2014,75,5
2940,228,8,17538,341,3,13,2012,96,6
2274,144,3,7817,416,3,46,2002,48,7
330,38,9,3533,406,7,35,2018,42,2
715,352,4,10526,544,1,21,2006,87,5
226,360,4,13469,155,2,15,2021,133,6
943,11,1,13851,190,9,33,2012,92,4
40,405,4,22533,306,8,40,2013,41,5
1833,84,1,3728,553,4,28,2011,60,7
1542,223,4,20563,326,9,24,2004,98,5
2443,302,1,1417,353,4,45,2018,165,4
1848,242,9,26793,216,7,28,2001,73,4
2102,91,5,1639,497,10,18,2008,9,1
2460,93,5,18199,555,2,29,2004,69,6
2291,84,2,22805,434,5,14,2005,26,2
301,247,10,15493,278,5,27,2007,11,6
1245,33,5,16951,463,1,36,2014,7,1
320,67,8,11385,329,7,49,2010,171,4
2030,379,4,600,588,10,14,2000,93,3
1527,393,5,21209,445,1,27,2001,195,5
2793,185,1,22442,447,1,48,2015,122,7
2339,135,3,5075,142,5,36,2020,73,6
402,238,4,5989,128,1,48,2004,122,1
1691,49,1,4759,222,1,47,2003,195,4
70,220,6,6485,540,8,37,2006,142,4
1661,159,1,22331,456,8,26,2000,2,7
671,83,2,21629,366,4,32,2017,194,2
1123,378,8,22706,625,3,36,2006,152,7
213,236,4,13983,479,8,23,2013,32,3
1951,220,9,5660,178,7,8,2001,87,5
2926,238,1,21060,347,2,43,2018,113,3
779,257,10,14860,569,10,23,2016,16,2
1328,167,2,11160,261,3,49,2016,54,1
2673,309,4,2305,582,6,11,2002,190,4
2596,439,5,14670,284,6,48,2002,61,6
2800,141,1,9973,287,8,22,2006,155,5
1611,126,2,20429,269,10,42,2018,144,7
1859,421,4,9293,599,10,50,2019,52,5
2893,226,6,810,197,5,5,2016,168,7
2863,62,10,16270,92,1,10,2021,93,2
1288,6,8,28029,332,1,15,2014,57,7
559,420,2,29965,438,6,1,2003,88,4
40,267,5,6136,564,6,38,2003,88,3
673,300,5,1033,349,8,34,2009,6,5
721,255,10,24635,595,4,7,2017,88,2
1653,341,8,24282,366,1,12,2007,199,6
282,118,6,13615,373,8,34,2013,84,7
2310,237,5,2811,303,6,28,2006,13,1
1449,286,2,848,530,9,11,2001,170,1
1795,409,8,7117,125,9,28,2004,113,4
2262,191,4,3456,328,8,10,2019,60,1
1284,387,8,2565,345,1,21,2021,164,5
961,221,2,8444,346,3,40,2016,113,2
1721,242,5,7318,632,7,5,2016,139,6
2403,278,4,25803,373,4,30,2019,61,3
2714,303,7,2228,229,7,23,2003,125,4
1580,233,6,17990,664,8,38,2020,47,3
1747,257,4,25666,276,5,10,2018,80,4
1224,236,10,15628,202,4,36,2003,189,2
483,13,1,4597,472,10,18,2001,190,3
1092,24,6,14476,83,10,49,2005,127,4
707,57,10,17459,604,9,30,2012,200,2
1350,360,9,5708,464,4,12,2021,88,3
598,114,4,25049,372,4,12,2008,61,4
2851,5,6,10325,672,10,17,2005,163,2
1769,91,4,4821,671,1,6,2009,16,6
1257,308,9,16848,407,2,23,2018,173,5
235,385,5,28845,271,8,42,2002,88,3
805,145,3,16715,311,9,30,2004,5,4
937,359,10,26769,482,2,24,2009,135,3
2348,226,5,12895,694,1,35,2009,45,7
2348,435,6,3372,230,2,38,2001,24,1
558,171,7,12832,440,4,34,2001,135,4
519,99,2,4562,356,1,14,2015,13,1
1946,398,6,1184,253,8,26,2012,122,5
70,149,2,3848,438,6,48,2001,178,4
651,279,3,25962,658,1,1,2001,171,2
1572,110,4,22896,461,4,7,2015,154,4
1646,378,8,17975,150,1,21,2015,33,4
1273,252,5,9689,274,3,2,2020,139,6
1733,450,1,19692,258,5,12,2019,160,5
1370,257,8,21363,664,2,20,2003,21,5
631,178,10,13329,155,4,45,2000,67,4
2698,11,1,20330,675,5,43,2002,34,7
1942,8,6,7713,160,9,19,2008,56,3
1808,18,2,20139,594,4,4,2008,86,2
608,251,10,23306,197,9,3,2013,112,5
2399,44,6,16534,271,3,3,2015,179,2
1079,156,3,4104,76,10,34,2011,56,5
73,184,4,23030,389,2,19,2002,66,7
2580,315,7,25809,557,8,24,2006,120,7
361,74,8,11448,85,1,2,2005,85,3
1085,288,9,12051,569,1,43,2006,106,3
682,219,10,23081,570,10,10,2010,156,7
2454,202,4,8862,553,10,14,2008,143,1
1663,48,2,2566,436,9,40,2015,94,5
1523,133,9,4283,445,8,9,2002,15,7
1981,183,2,13961,231,6,29,2020,26,1
2114,174,4,18169,174,10,43,2005,157,1
2642,243,1,190,243,4,4,2011,11,1
506,195,9,29694,589,5,29,2014,190,3
1722,403,4,27445,342,1,38,2019,67,7
2118,369,1,615,674,3,43,2010,77,3
1775,375,10,3217,365,10,15,2011,30,2
765,412,1,20195,301,1,3,2009,196,5
1717,63,4,18884,200,3,50,2014,43,5
1441,241,5,17991,189,6,27,2003,160,5
480,228,1,2050,684,2,16,2008,92,2
1570,206,2,1108,565,9,45,2015,66,5
2375,395,10,5815,220,8,32,2008,142,4
2348,140,1,8834,176,5,18,2021,3,6
1176,182,10,6242,554,8,23,2010,193,3
843,196,1,5949,351,10,36,2000,183,7
349,297,7,15741,266,7,36,2006,16,7
2762,94,4,27129,99,3,36,2007,144,1
541,317,8,4027,237,4,23,2021,195,4
1108,254,8,9357,407,9,35,2005,148,3
1350,210,1,13075,351,10,8,2010,57,6
2478,88,8,7764,567,3,10,2002,165,6
1948,334,10,16567,357,10,7,2004,188,7
76,12,10,15639,481,2,11,2001,199,4
451,443,2,8785,339,4,22,2009,143,6
704,208,1,14579,129,6,27,2019,11,7
1383,344,3,25274,684,5,19,2013,171,1
555,32,4,24463,135,5,4,2001,107,1
1654,101,7,8880,348,4,8,2009,175,7
1080,446,1,4631,614,8,16,2017,76,2
2487,304,3,17655,615,5,50,2000,158,6
2038,432,10,12177,285,7,43,2015,16,1
414,39,8,24107,491,1,47,2000,76,7
656,434,5,8939,432,9,47,2007,108,6
539,405,3,25490,278,7,28,2005,56,7
1941,241,10,5727,303,10,43,2014,119,4
2096,96,4,20506,677,2,22,2004,47,5
2547,152,9,17642,362,1,6,2009,189,4
1445,228,6,4920,600,7,24,2001,193,5
1248,71,9,21150,277,9,18,2003,126,1
2570,407,2,17322,81,3,7,2021,199,3
2750,124,7,5452,427,4,11,2005,140,4
2656,412,4,17165,216,3,27,2021,3,2
2063,35,9,6269,217,3,39,2012,195,4
198,47,4,7225,243,4,36,2018,36,2
2933,431,4,13409,350,2,2,2013,14,4
267,319,1,9488,689,8,8,2009,12,3
2360,199,7,4096,136,5,11,2006,164,2
1214,31,2,6394,431,10,13,2009,157,1
2312,431,9,4313,572,1,10,2009,116,4
1997,224,10,6148,474,3,5,2009,97,3
2063,429,10,11003,600,6,1,2013,120,4
908,40,7,55,566,6,33,2002,136,3
2171,360,8,22169,482,10,41,2006,171,4
2717,20,4,18977,209,2,9,2015,134,3
1090,290,6,28343,213,1,44,2015,119,1
1201,154,6,20605,643,6,23,2021,141,4
2352,121,1,12546,227,9,4,2017,152,1
1569,224,6,5737,269,8,5,2006,180,3
2941,373,7,14723,685,8,20,2019,117,1
2944,367,9,24790,307,6,35,2017,176,1
2205,88,2,3986,292,2,15,2006,23,1
1388,114,6,28381,260,6,21,2011,20,3
2669,143,7,19847,481,6,9,2003,64,2
1896,167,7,11006,656,7,30,2004,119,6
2283,282,9,8985,630,1,5,2018,17,1
1780,265,10,4954,553,6,15,2016,3,7
1340,238,5,9287,519,10,50,2021,158,3
268,348,7,9923,691,8,20,2008,84,5
350,446,5,10774,406,1,36,2008,31,3
395,181,2,260,258,7,7,2019,55,6
338,137,10,2249,406,7,47,2018,2,1
151,262,8,6955,266,6,4,2001,2,5
678,74,9,20123,517,7,20,2009,191,3
1643,432,5,453,126,3,38,2017,172,2
1034,428,7,15525,568,5,47,2010,185,6
475,15,6,21348,242,7,43,2011,181,7
729,440,10,10557,682,9,25,2003,133,4
685,378,8,17433,515,3,23,2020,75,7
1540,142,1,16377,683,1,33,2008,42,2
2223,7,2,24143,292,6,30,2015,107,1
302,134,2,26437,200,10,2,2005,58,4
490,36,8,21068,99,9,1,2015,128,6
678,47,9,23650,357,5,33,2002,20,2
2539,288,2,8640,176,9,13,2018,30,5
2071,236,6,29731,321,8,36,2013,182,4
1812,12,6,1151,117,9,24,2017,109,4
2960,308,5,9960,206,2,35,2002,49,4
1519,419,2,24948,683,6,21,2005,27,7
103,193,7,551,645,6,15,2003,41,7
2942,439,9,1329,138,7,15,2020,168,5
466,357,10,28056,475,3,21,2015,131,4
2113,421,6,23494,229,2,42,2011,112,7
417,313,2,4067,413,1,16,2021,147,2
2571,361,7,4740,583,1,33,2009,127,1
1761,385,6,22193,106,6,13,2020,72,5
2777,5,8,7549,418,10,23,2014,9,3
288,211,9,4798,564,2,9,2019,66,1
2911,112,5,7522,353,4,25,2007,143,5
285,56,10,4183,441,1,37,2006,6,4
2140,107,9,26037,164,10,25,2011,92,3
202,382,3,18397,359,6,49,2012,152,5
1452,65,6,24789,459,2,10,2000,186,5
2377,43,3,13231,135,3,16,2000,178,1
292,26,4,29301,610,5,6,2017,128,6
1980,156,6,25200,102,1,17,2006,78,3
2308,280,3,3553,646,2,48,2003,120,5
1216,283,10,10239,262,10,41,2006,150,1
2189,376,9,5871,403,4,21,2014,122,4
2238,249,9,905,683,9,21,2009,11,2
1924,31,8,22261,419,4,11,2002,78,1
1942,155,7,28434,195,2,44,2013,41,7
1466,60,10,2668,300,6,45,2018,168,7
981,272,8,3482,216,8,39,2008,9,6
871,112,3,20845,699,8,38,2008,184,4
1824,345,9,14603,535,4,43,2013,6,4
2238,83,6,1409,636,6,5,2018,70,4
1948,192,6,6277,618,2,47,2019,184,2
2543,18,2,8785,195,4,38,2013,89,1
2007,352,4,23392,665,6,40,2010,148,1
1309,77,6,5003,663,9,48,2014,166,7
2668,390,4,16415,217,1,14,2006,6,6
2351,220,2,8486,93,2,48,2006,162,7
2489,438,2,11398,586,9,29,2021,194,2
1243,113,6,20754,574,10,9,2007,191,5
2008,359,10,244,676,8,11,2017,153,1
1549,79,1,20043,668,9,31,2004,162,6
574,36,3,5132,553,7,19,2013,71,1
2778,256,6,118,366,10,43,2001,195,6
2601,112,7,17513,200,6,48,2011,49,2
1404,399,3,27352,643,9,30,2002,57,4
2764,121,10,18415,415,5,19,2017,195,5
2165,383,8,12357,174,6,28,2020,13,5
1972,269,4,18166,499,9,14,2012,147,6
672,151,7,23370,534,4,45,2015,145,2
2088,30,6,8722,564,7,7,2015,190,1
875,112,3,6798,246,9,15,2001,96,1
1593,270,3,894,211,4,41,2010,162,1
118,65,1,4106,238,4,22,2008,195,4
2965,386,4,25958,681,2,4,2005,170,4
1612,238,2,24341,650,10,32,2001,23,5
1775,441,8,16635,450,10,9,2020,116,7
73,69,9,6380,585,6,31,2017,80,4
2936,304,1,517,560,1,27,2002,43,4
349,359,2,27023,699,4,38,2021,71,3
1818,284,3,21244,168,8,6,2015,169,4
541,424,2,13439,87,9,17,2014,122,3
2536,329,5,11884,666,4,37,2014,76,4
1271,362,6,23563,299,7,25,2009,191,2
965,191,7,29280,511,5,39,2008,90,4
2499,223,3,11764,426,1,11,2019,26,4
2691,449,10,4006,122,5,9,2016,123,6
1221,219,10,9258,519,10,21,2006,174,1
2096,87,10,15443,330,1,4,2004,199,5
2719,6,10,11506,155,7,26,2001,22,3
455,85,6,16415,387,4,1,2020,70,5
2462,391,9,20305,674,4,18,2003,184,3
1684,159,4,7590,356,10,50,2014,187,2
1948,320,2,25687,221,1,48,2005,188,4
660,109,4,7115,371,3,35,2003,81,3
2183,305,4,24872,676,8,33,2018,56,5
1491,328,6,17291,241,8,40,2005,180,4
295,382,10,21465,235,4,15,2015,136,5
548,323,1,14246,99,8,11,2020,198,6
713,396,5,1555,425,3,39,2008,122,3
2810,177,6,19855,479,9,2,2020,53,2
1786,133,10,13210,219,6,38,2005,77,4
437,159,10,11176,661,9,6,2014,66,4
487,160,10,14550,278,9,31,2008,156,3
1725,366,6,15620,117,6,21,2017,85,1
892,348,7,11132,127,2,40,2003,84,2
127,260,9,6595,536,6,21,2015,51,4
2452,145,2,27995,341,9,19,2005,102,2
2965,78,7,26028,516,7,20,2013,122,2
706,325,1,18345,486,3,39,2013,163,2
859,378,5,28439,117,2,45,2019,63,2
2252,209,8,18042,363,10,34,2014,138,3
187,372,4,4446,113,1,26,2000,141,5
1921,375,3,4627,589,9,25,2004,121,2
1813,232,3,17113,149,1,2,2008,80,4
1654,208,3,836,402,6,15,2013,67,3
2589,180,7,9634,207,9,23,2014,10,1
2429,68,9,24222,535,1,33,2008,136,3
1577,248,9,18535,626,7,19,2005,50,2
315,162,9,17539,655,2,3,2009,114,4
2148,304,9,1567,587,1,27,2005,95,6
1803,172,10,9475,516,1,26,2020,17,7
1069,70,9,13606,76,6,1,2011,80,6
1599,415,2,9447,240,3,6,2015,71,4
242,223,4,7169,322,3,25,2000,186,3
1703,312,10,11376,425,1,21,2004,149,3
1129,120,9,4947,375,2,13,2014,174,4
2482,163,2,25743,527,3,8,2013,135,7
118,427,6,15354,236,3,21,2020,170,6
2281,394,3,14757,517,3,38,2015,94,3
1879,40,7,19644,396,9,37,2001,144,2
300,38,7,68,152,2,23,2013,140,5
1408,186,4,19758,335,5,48,2007,25,7
1320,220,5,23509,693,9,37,2009,115,6
85,268,2,11856,345,10,15,2021,77,5
1973,448,5,11807,619,8,17,2003,198,1
1827,366,5,1497,165,3,13,2000,77,5
2001,373,2,16642,314,3,15,2006,153,6
2542,38,5,17355,222,9,31,2008,65,7
1953,253,8,524,152,3,48,2006,138,5
704,353,3,4330,313,2,25,2020,133,2
277,303,4,5330,544,2,3,2001,111,4
2994,206,9,14086,599,1,5,2014,78,5
79,441,8,14643,269,6,10,2012,64,3
343,411,7,28393,575,5,24,2000,116,1
2410,336,2,15794,105,4,42,2004,155,4
1880,297,7,23509,588,2,7,2013,168,4
2406,56,7,29265,303,2,48,2016,77,1
1111,353,8,20528,593,7,32,2016,27,1
2152,450,3,28173,330,1,41,2003,159,5
499,413,1,12491,112,4,10,2014,103,3
877,394,1,1887,584,10,34,2018,152,2
1947,392,7,6084,356,8,48,2004,142,6
2126,123,3,28276,631,10,26,2021,132,6
2046,96,3,10983,183,2,7,2021,25,2
1920,349,5,14773,644,9,49,2011,104,4
1879,70,3,27503,185,4,45,2000,146,3
2608,298,5,25179,488,6,4,2015,79,4
1354,170,8,9415,267,5,19,2007,16,2
2837,415,5,4846,220,8,46,2003,87,4
1890,266,4,3748,224,9,43,2006,171,2
1258,277,6,958,293,7,22,2017,79,7
1445,67,9,17156,375,3,30,2019,31,5
744,259,8,10042,200,10,42,2007,8,5
1292,186,6,1532,646,3,45,2008,57,5
1739,16,8,1795,289,7,20,2006,63,5
2666,79,9,6806,645,3,45,2010,146,2
1428,406,8,11332,114,5,33,2014,51,6
1787,300,5,5297,580,8,23,2017,184,1
101,239,10,7192,486,10,31,2019,142,2
1469,409,3,10442,148,10,10,2017,108,1
435,287,2,2226,257,9,43,2013,192,4
313,311,10,24418,148,9,32,2016,95,2
2365,34,10,10138,571,7,15,2007,82,2
2974,441,10,17169,500,4,36,2013,32,1
1059,271,2,15116,298,8,48,2017,137,5
1128,374,8,19714,525,1,30,2018,112,3
2173,411,1,34,341,1,14,2005,124,6
583,299,8,3673,148,2,43,2020,127,2
77,218,8,24454,501,2,22,2007,36,2
1227,46,3,10137,437,4,5,2017,108,3
1744,23,4,12540,604,8,23,2009,102,5
1198,364,4,20726,367,2,20,2015,78,2
1520,12,1,7589,565,3,13,2000,52,1
2007,123,10,24208,299,2,46,2004,23,1
2781,316,7,22367,251,5,48,2021,165,7
1418,18,3,3681,261,2,4,2008,65,7
724,105,9,19370,574,2,31,2018,79,6
560,306,9,29566,338,6,7,2021,75,6
552,275,5,3438,472,5,4,2010,78,3
556,81,8,22571,549,4,17,2000,83,3
2175,130,4,16007,331,10,36,2000,42,5
154,387,9,23760,202,10,43,2016,148,1
2414,396,5,5677,484,5,27,2015,89,7
1427,39,7,3395,397,4,12,2009,196,2
659,315,5,27522,212,6,12,2006,139,6
1323,164,8,20083,243,3,4,2012,93,3
1014,375,10,25859,672,10,15,2017,22,5
2327,208,8,23183,156,5,50,2004,109,1
1355,99,8,19141,186,1,45,2005,16,3
714,139,10,3101,268,8,27,2009,158,3
1839,291,10,1740,298,8,42,2018,31,4
